"x","q","t","value","nu","backend"
4,22.9166666666667,1.875,0.337509322095027,6,"series_reference"
-4,25,1.875,-2.96704963551801,6,"series_reference"
-3.5,25,1.875,-3.86867787198669,6,"series_reference"
-3,25,1.875,-4.70735062121412,6,"series_reference"
-2.5,25,1.875,-5.43538649723337,6,"series_reference"
-2,25,1.875,-6.01113049956754,6,"series_reference"
-1.5,25,1.875,-6.40613379973133,6,"series_reference"
-1,25,1.875,-6.60798872825035,6,"series_reference"
-0.5,25,1.875,-6.61642339109583,6,"series_reference"
0,25,1.875,-6.4364706753347,6,"series_reference"
0.5,25,1.875,-6.07271008630359,6,"series_reference"
1,25,1.875,-5.52744371719733,6,"series_reference"
1.5,25,1.875,-4.80436261533917,6,"series_reference"
2,25,1.875,-3.91780379667615,6,"series_reference"
2.5,25,1.875,-2.9045522393231,6,"series_reference"
3,25,1.875,-1.83040804833657,6,"series_reference"
3.5,25,1.875,-0.782413135538915,6,"series_reference"
4,25,1.875,0.154198903113194,6,"series_reference"
-4,0,2.08333333333333,0.966944771432081,6,"series_reference"
-3.5,0,2.08333333333333,0.708171682534505,6,"series_reference"
-3,0,2.08333333333333,0.376431231419994,6,"series_reference"
-2.5,0,2.08333333333333,0.0079860703892578,6,"series_reference"
-2,0,2.08333333333333,-0.069489859875576,6,"series_reference"
-1.5,0,2.08333333333333,-0.10442101663021,6,"series_reference"
-1,0,2.08333333333333,-0.0222269645207902,6,"series_reference"
-0.5,0,2.08333333333333,0.174995233005795,6,"series_reference"
0,0,2.08333333333333,0.497954201628518,6,"series_reference"
0.5,0,2.08333333333333,0.829661445643952,6,"series_reference"
1,0,2.08333333333333,1.07383753621811,6,"series_reference"
1.5,0,2.08333333333333,1.25479745223105,6,"series_reference"
2,0,2.08333333333333,1.4384071118518,6,"series_reference"
2.5,0,2.08333333333333,1.6556011670354,6,"series_reference"
3,0,2.08333333333333,1.90368569752994,6,"series_reference"
3.5,0,2.08333333333333,2.16559876734279,6,"series_reference"
4,0,2.08333333333333,2.41338454950516,6,"series_reference"
-4,2.08333333333333,2.08333333333333,0.641144003908783,6,"series_reference"
-3.5,2.08333333333333,2.08333333333333,0.0194914796146506,6,"series_reference"
-3,2.08333333333333,2.08333333333333,-0.4486295094739,6,"series_reference"
-2.5,2.08333333333333,2.08333333333333,-0.834922319541782,6,"series_reference"
-2,2.08333333333333,2.08333333333333,-1.27072819795475,6,"series_reference"
-1.5,2.08333333333333,2.08333333333333,-1.5630464943739,6,"series_reference"
-1,2.08333333333333,2.08333333333333,-1.72855048949679,6,"series_reference"
-0.5,2.08333333333333,2.08333333333333,-1.8018845012093,6,"series_reference"
0,2.08333333333333,2.08333333333333,-1.68868332054696,6,"series_reference"
0.5,2.08333333333333,2.08333333333333,-1.38140671251842,6,"series_reference"
1,2.08333333333333,2.08333333333333,-0.906136317260628,6,"series_reference"
1.5,2.08333333333333,2.08333333333333,-0.32735170145282,6,"series_reference"
2,2.08333333333333,2.08333333333333,0.279231836782733,6,"series_reference"
2.5,2.08333333333333,2.08333333333333,0.85588725032351,6,"series_reference"
3,2.08333333333333,2.08333333333333,1.37414196873793,6,"series_reference"
3.5,2.08333333333333,2.08333333333333,1.82280201457618,6,"series_reference"
4,2.08333333333333,2.08333333333333,2.19365199168613,6,"series_reference"
-4,4.16666666666667,2.08333333333333,0.0648766687940263,6,"series_reference"
-3.5,4.16666666666667,2.08333333333333,-0.630305770163194,6,"series_reference"
-3,4.16666666666667,2.08333333333333,-1.21416548648558,6,"series_reference"
-2.5,4.16666666666667,2.08333333333333,-1.75223874852425,6,"series_reference"
-2,4.16666666666667,2.08333333333333,-2.27522243341605,6,"series_reference"
-1.5,4.16666666666667,2.08333333333333,-2.75577291784588,6,"series_reference"
-1,4.16666666666667,2.08333333333333,-3.11136399141214,6,"series_reference"
-0.5,4.16666666666667,2.08333333333333,-3.27300164679387,6,"series_reference"
0,4.16666666666667,2.08333333333333,-3.18391004408134,6,"series_reference"
0.5,4.16666666666667,2.08333333333333,-2.82472794040373,6,"series_reference"
1,4.16666666666667,2.08333333333333,-2.22715217843959,6,"series_reference"
1.5,4.16666666666667,2.08333333333333,-1.46694793020595,6,"series_reference"
2,4.16666666666667,2.08333333333333,-0.641195376642788,6,"series_reference"
2.5,4.16666666666667,2.08333333333333,0.16062554859678,6,"series_reference"
3,4.16666666666667,2.08333333333333,0.878628215335977,6,"series_reference"
3.5,4.16666666666667,2.08333333333333,1.48425722607151,6,"series_reference"
4,4.16666666666667,2.08333333333333,1.96867471041403,6,"series_reference"
-4,6.25,2.08333333333333,-0.482400864016004,6,"series_reference"
-3.5,6.25,2.08333333333333,-1.13140691650374,6,"series_reference"
-3,6.25,2.08333333333333,-1.84369932103576,6,"series_reference"
-2.5,6.25,2.08333333333333,-2.52887258348347,6,"series_reference"
-2,6.25,2.08333333333333,-3.20545715827885,6,"series_reference"
-1.5,6.25,2.08333333333333,-3.76635138452285,6,"series_reference"
-1,6.25,2.08333333333333,-4.16767051679972,6,"series_reference"
-0.5,6.25,2.08333333333333,-4.33941412936787,6,"series_reference"
0,6.25,2.08333333333333,-4.23378461502536,6,"series_reference"
0.5,6.25,2.08333333333333,-3.84189395163816,6,"series_reference"
1,6.25,2.08333333333333,-3.19156758829663,6,"series_reference"
1.5,6.25,2.08333333333333,-2.34723809729022,6,"series_reference"
2,6.25,2.08333333333333,-1.40133442038733,6,"series_reference"
2.5,6.25,2.08333333333333,-0.453798870259741,6,"series_reference"
3,6.25,2.08333333333333,0.413389541383371,6,"series_reference"
3.5,6.25,2.08333333333333,1.15076016440791,6,"series_reference"
4,6.25,2.08333333333333,1.73934390713169,6,"series_reference"
-4,8.33333333333333,2.08333333333333,-1.00087134884932,6,"series_reference"
-3.5,8.33333333333333,2.08333333333333,-1.73083911199094,6,"series_reference"
-3,8.33333333333333,2.08333333333333,-2.51495703200867,6,"series_reference"
-2.5,8.33333333333333,2.08333333333333,-3.27427267056311,6,"series_reference"
-2,8.33333333333333,2.08333333333333,-3.9852535816006,6,"series_reference"
-1.5,8.33333333333333,2.08333333333333,-4.58365583346605,6,"series_reference"
-1,8.33333333333333,2.08333333333333,-4.98505478311378,6,"series_reference"
-0.5,8.33333333333333,2.08333333333333,-5.14059962119291,6,"series_reference"
0,8.33333333333333,2.08333333333333,-5.01717470501888,6,"series_reference"
0.5,8.33333333333333,2.08333333333333,-4.60976776161884,6,"series_reference"
1,8.33333333333333,2.08333333333333,-3.93962604397045,6,"series_reference"
1.5,8.33333333333333,2.08333333333333,-3.05802818691639,6,"series_reference"
2,8.33333333333333,2.08333333333333,-2.04621772397845,6,"series_reference"
2.5,8.33333333333333,2.08333333333333,-1.00362664651085,6,"series_reference"
3,8.33333333333333,2.08333333333333,-0.0246896866562327,6,"series_reference"
3.5,8.33333333333333,2.08333333333333,0.822950961391713,6,"series_reference"
4,8.33333333333333,2.08333333333333,1.50651639727161,6,"series_reference"
-4,10.4166666666667,2.08333333333333,-1.49098479858564,6,"series_reference"
-3.5,10.4166666666667,2.08333333333333,-2.28675000147283,6,"series_reference"
-3,10.4166666666667,2.08333333333333,-3.12333994883667,6,"series_reference"
-2.5,10.4166666666667,2.08333333333333,-3.92778238112354,6,"series_reference"
-2,10.4166666666667,2.08333333333333,-4.66017035108712,6,"series_reference"
-1.5,10.4166666666667,2.08333333333333,-5.25176829738802,6,"series_reference"
-1,10.4166666666667,2.08333333333333,-5.63506696893061,6,"series_reference"
-0.5,10.4166666666667,2.08333333333333,-5.76874109142796,6,"series_reference"
0,10.4166666666667,2.08333333333333,-5.63049145633402,6,"series_reference"
0.5,10.4166666666667,2.08333333333333,-5.21684243142843,6,"series_reference"
1,10.4166666666667,2.08333333333333,-4.54331486139723,6,"series_reference"
1.5,10.4166666666667,2.08333333333333,-3.64951958631614,6,"series_reference"
2,10.4166666666667,2.08333333333333,-2.60414781881609,6,"series_reference"
2.5,10.4166666666667,2.08333333333333,-1.50052376233613,6,"series_reference"
3,10.4166666666667,2.08333333333333,-0.438218519939577,6,"series_reference"
3.5,10.4166666666667,2.08333333333333,0.501339664071359,6,"series_reference"
4,10.4166666666667,2.08333333333333,1.27100805461306,6,"series_reference"
-4,12.5,2.08333333333333,-1.89527484961044,6,"series_reference"
-3.5,12.5,2.08333333333333,-2.80109799303528,6,"series_reference"
-3,12.5,2.08333333333333,-3.65823518463064,6,"series_reference"
-2.5,12.5,2.08333333333333,-4.50118073713606,6,"series_reference"
-2,12.5,2.08333333333333,-5.23417671459586,6,"series_reference"
-1.5,12.5,2.08333333333333,-5.80708083306293,6,"series_reference"
-1,12.5,2.08333333333333,-6.165623982446,6,"series_reference"
-0.5,12.5,2.08333333333333,-6.27754136285823,6,"series_reference"
0,12.5,2.08333333333333,-6.12715596794741,6,"series_reference"
0.5,12.5,2.08333333333333,-5.71237336486831,6,"series_reference"
1,12.5,2.08333333333333,-5.04425599952862,6,"series_reference"
1.5,12.5,2.08333333333333,-4.15265111252193,6,"series_reference"
2,12.5,2.08333333333333,-3.09411269351989,6,"series_reference"
2.5,12.5,2.08333333333333,-1.95315929164731,6,"series_reference"
3,12.5,2.08333333333333,-0.829400499201652,6,"series_reference"
3.5,12.5,2.08333333333333,0.186327953933693,6,"series_reference"
4,12.5,2.08333333333333,1.03358912111373,6,"series_reference"
-4,14.5833333333333,2.08333333333333,-2.34579482266201,6,"series_reference"
-3.5,14.5833333333333,2.08333333333333,-3.25610477617952,6,"series_reference"
-3,14.5833333333333,2.08333333333333,-4.16209605774722,6,"series_reference"
-2.5,14.5833333333333,2.08333333333333,-5.00379255138441,6,"series_reference"
-2,14.5833333333333,2.08333333333333,-5.72778617035388,6,"series_reference"
-1.5,14.5833333333333,2.08333333333333,-6.27648099517788,6,"series_reference"
-1,14.5833333333333,2.08333333333333,-6.60867194866127,6,"series_reference"
-0.5,14.5833333333333,2.08333333333333,-6.6998075133949,6,"series_reference"
0,14.5833333333333,2.08333333333333,-6.53938242901405,6,"series_reference"
0.5,14.5833333333333,2.08333333333333,-6.12644952489469,6,"series_reference"
1,14.5833333333333,2.08333333333333,-5.46867278559253,6,"series_reference"
1.5,14.5833333333333,2.08333333333333,-4.58786292581456,6,"series_reference"
2,14.5833333333333,2.08333333333333,-3.52948544033314,6,"series_reference"
2.5,14.5833333333333,2.08333333333333,-2.36815444747134,6,"series_reference"
3,14.5833333333333,2.08333333333333,-1.20011244364977,6,"series_reference"
3.5,14.5833333333333,2.08333333333333,-0.121772769278222,6,"series_reference"
4,14.5833333333333,2.08333333333333,0.794981125427746,6,"series_reference"
-4,16.6666666666667,2.08333333333333,-2.76759902944633,6,"series_reference"
-3.5,16.6666666666667,2.08333333333333,-3.70223558658129,6,"series_reference"
-3,16.6666666666667,2.08333333333333,-4.61671526599828,6,"series_reference"
-2.5,16.6666666666667,2.08333333333333,-5.45275574781818,6,"series_reference"
-2,16.6666666666667,2.08333333333333,-6.15703526989712,6,"series_reference"
-1.5,16.6666666666667,2.08333333333333,-6.67915166956454,6,"series_reference"
-1,16.6666666666667,2.08333333333333,-6.98509095558396,6,"series_reference"
-0.5,16.6666666666667,2.08333333333333,-7.0568093980385,6,"series_reference"
0,16.6666666666667,2.08333333333333,-6.88801192652259,6,"series_reference"
0.5,16.6666666666667,2.08333333333333,-6.47876852084958,6,"series_reference"
1,16.6666666666667,2.08333333333333,-5.83414484485856,6,"series_reference"
1.5,16.6666666666667,2.08333333333333,-4.96936697054186,6,"series_reference"
2,16.6666666666667,2.08333333333333,-3.92004498627538,6,"series_reference"
2.5,16.6666666666667,2.08333333333333,-2.75068385960801,6,"series_reference"
3,16.6666666666667,2.08333333333333,-1.5519667595273,6,"series_reference"
3.5,16.6666666666667,2.08333333333333,-0.422726546887253,6,"series_reference"
4,16.6666666666667,2.08333333333333,0.555855148841628,6,"series_reference"
-4,18.75,2.08333333333333,-3.16261299090772,6,"series_reference"
-3.5,18.75,2.08333333333333,-4.11307605716218,6,"series_reference"
-3,18.75,2.08333333333333,-5.02854314341902,6,"series_reference"
-2.5,18.75,2.08333333333333,-5.85267942874536,6,"series_reference"
-2,18.75,2.08333333333333,-6.53410815964345,6,"series_reference"
-1.5,18.75,2.08333333333333,-7.02883630207641,6,"series_reference"
-1,18.75,2.08333333333333,-7.30931357269288,6,"series_reference"
-0.5,18.75,2.08333333333333,-7.36307100095412,6,"series_reference"
0,18.75,2.08333333333333,-7.18727563437309,6,"series_reference"
0.5,18.75,2.08333333333333,-6.78290499974141,6,"series_reference"
1,18.75,2.08333333333333,-6.15301490070963,6,"series_reference"
1.5,18.75,2.08333333333333,-5.30743814576749,6,"series_reference"
2,18.75,2.08333333333333,-4.27316029561655,6,"series_reference"
2.5,18.75,2.08333333333333,-3.10487259215675,6,"series_reference"
3,18.75,2.08333333333333,-1.88636111070685,6,"series_reference"
3.5,18.75,2.08333333333333,-0.716360788734335,6,"series_reference"
4,18.75,2.08333333333333,0.316831190261043,6,"series_reference"
-4,20.8333333333333,2.08333333333333,-3.53283428404266,6,"series_reference"
-3.5,20.8333333333333,2.08333333333333,-4.49233477289902,6,"series_reference"
-3,20.8333333333333,2.08333333333333,-5.40326011704121,6,"series_reference"
-2.5,20.8333333333333,2.08333333333333,-6.21140161188832,6,"series_reference"
-2,20.8333333333333,2.08333333333333,-6.86824091628353,6,"series_reference"
-1.5,20.8333333333333,2.08333333333333,-7.33558314483871,6,"series_reference"
-1,20.8333333333333,2.08333333333333,-7.59170726325727,6,"series_reference"
-0.5,20.8333333333333,2.08333333333333,-7.62892723979181,6,"series_reference"
0,20.8333333333333,2.08333333333333,-7.44730381723138,6,"series_reference"
0.5,20.8333333333333,2.08333333333333,-7.04858994204365,6,"series_reference"
1,20.8333333333333,2.08333333333333,-6.43426436691903,6,"series_reference"
1.5,20.8333333333333,2.08333333333333,-5.609738031781,6,"series_reference"
2,20.8333333333333,2.08333333333333,-4.5945236779985,6,"series_reference"
2.5,20.8333333333333,2.08333333333333,-3.43406703623491,6,"series_reference"
3,20.8333333333333,2.08333333333333,-2.20451815645743,6,"series_reference"
3.5,20.8333333333333,2.08333333333333,-1.00255648231994,6,"series_reference"
4,20.8333333333333,2.08333333333333,0.078478405473378,6,"series_reference"
-4,22.9166666666667,2.08333333333333,-3.8802462006128,6,"series_reference"
-3.5,22.9166666666667,2.08333333333333,-4.84341675233216,6,"series_reference"
-3,22.9166666666667,2.08333333333333,-5.74572001521313,6,"series_reference"
-2.5,22.9166666666667,2.08333333333333,-6.53516045572131,6,"series_reference"
-2,22.9166666666667,2.08333333333333,-7.16651109145735,6,"series_reference"
-1.5,22.9166666666667,2.08333333333333,-7.6069226436114,6,"series_reference"
-1,22.9166666666667,2.08333333333333,-7.83993319358675,6,"series_reference"
-0.5,22.9166666666667,2.08333333333333,-7.86198614489428,6,"series_reference"
0,22.9166666666667,2.08333333333333,-7.67554943567645,6,"series_reference"
0.5,22.9166666666667,2.08333333333333,-7.28301959496268,6,"series_reference"
1,22.9166666666667,2.08333333333333,-6.68461768430544,6,"series_reference"
1.5,22.9166666666667,2.08333333333333,-5.88212502318023,6,"series_reference"
2,22.9166666666667,2.08333333333333,-4.8886252106676,6,"series_reference"
2.5,22.9166666666667,2.08333333333333,-3.74102468334075,6,"series_reference"
3,22.9166666666667,2.08333333333333,-2.50751735977398,6,"series_reference"
3.5,22.9166666666667,2.08333333333333,-1.28124023617836,6,"series_reference"
4,22.9166666666667,2.08333333333333,-0.158683974987827,6,"series_reference"
-4,25,2.08333333333333,-4.20675222311939,6,"series_reference"
-3.5,25,2.08333333333333,-5.16936136321303,6,"series_reference"
-3,25,2.08333333333333,-6.06000430348923,6,"series_reference"
-2.5,25,2.08333333333333,-6.82893675589442,6,"series_reference"
-2,25,2.08333333333333,-7.43442997078694,6,"series_reference"
-1.5,25,2.08333333333333,-7.84862414202916,6,"series_reference"
-1,25,2.08333333333333,-8.05981782975808,6,"series_reference"
-0.5,25,2.08333333333333,-8.06800162860864,6,"series_reference"
0,25,2.08333333333333,-7.87764286872125,6,"series_reference"
0.5,25,2.08333333333333,-7.49165133595614,6,"series_reference"
1,25,2.08333333333333,-6.90922821954874,6,"series_reference"
1.5,25,2.08333333333333,-6.1291735647766,6,"series_reference"
2,25,2.08333333333333,-5.15907080106371,6,"series_reference"
2.5,25,2.08333333333333,-4.02804997361417,6,"series_reference"
3,25,2.08333333333333,-2.79632042865899,6,"series_reference"
3.5,25,2.08333333333333,-1.55237776845873,6,"series_reference"
4,25,2.08333333333333,-0.394185214948815,6,"series_reference"
-4,0,2.29166666666667,-0.0741289216735623,6,"series_reference"
-3.5,0,2.29166666666667,-0.326629792695172,6,"series_reference"
-3,0,2.29166666666667,-0.665510109444853,6,"series_reference"
-2.5,0,2.29166666666667,-1.0498455474861,6,"series_reference"
-2,0,2.29166666666667,-1.08877294137166,6,"series_reference"
-1.5,0,2.29166666666667,-1.20802387470109,6,"series_reference"
-1,0,2.29166666666667,-0.918393288212165,6,"series_reference"
-0.5,0,2.29166666666667,-0.606975592491439,6,"series_reference"
0,0,2.29166666666667,-0.0587537991978522,6,"series_reference"
0.5,0,2.29166666666667,0.506469702734341,6,"series_reference"
1,0,2.29166666666667,1.02299373000212,6,"series_reference"
1.5,0,2.29166666666667,1.38310971067388,6,"series_reference"
2,0,2.29166666666667,1.61981100449482,6,"series_reference"
2.5,0,2.29166666666667,1.83560275990558,6,"series_reference"
3,0,2.29166666666667,2.07519771064895,6,"series_reference"
3.5,0,2.29166666666667,2.33797429171554,6,"series_reference"
4,0,2.29166666666667,2.60685917603861,6,"series_reference"
-4,2.08333333333333,2.29166666666667,-0.387153341665789,6,"series_reference"
-3.5,2.08333333333333,2.29166666666667,-1.05654561512228,6,"series_reference"
-3,2.08333333333333,2.29166666666667,-1.53736289948088,6,"series_reference"
-2.5,2.08333333333333,2.29166666666667,-1.91595230293281,6,"series_reference"
-2,2.08333333333333,2.29166666666667,-2.35668943413777,6,"series_reference"
-1.5,2.08333333333333,2.29166666666667,-2.62234717853562,6,"series_reference"
-1,2.08333333333333,2.29166666666667,-2.73196976966241,6,"series_reference"
-0.5,2.08333333333333,2.29166666666667,-2.7474190563548,6,"series_reference"
0,2.08333333333333,2.29166666666667,-2.54052159080176,6,"series_reference"
0.5,2.08333333333333,2.29166666666667,-2.12851287357553,6,"series_reference"
1,2.08333333333333,2.29166666666667,-1.52579037843448,6,"series_reference"
1.5,2.08333333333333,2.29166666666667,-0.805570679872876,6,"series_reference"
2,2.08333333333333,2.29166666666667,-0.0542587059418942,6,"series_reference"
2.5,2.08333333333333,2.29166666666667,0.655084616033907,6,"series_reference"
3,2.08333333333333,2.29166666666667,1.28409204585785,6,"series_reference"
3.5,2.08333333333333,2.29166666666667,1.82456450356182,6,"series_reference"
4,2.08333333333333,2.29166666666667,2.27872533547414,6,"series_reference"
-4,4.16666666666667,2.29166666666667,-1.00288757437812,6,"series_reference"
-3.5,4.16666666666667,2.29166666666667,-1.74664697184751,6,"series_reference"
-3,4.16666666666667,2.29166666666667,-2.34907712753268,6,"series_reference"
-2.5,4.16666666666667,2.29166666666667,-2.89065640589747,6,"series_reference"
-2,4.16666666666667,2.29166666666667,-3.41301549019079,6,"series_reference"
-1.5,4.16666666666667,2.29166666666667,-3.89395323036098,6,"series_reference"
-1,4.16666666666667,2.29166666666667,-4.24293482452259,6,"series_reference"
-0.5,4.16666666666667,2.29166666666667,-4.38779035901517,6,"series_reference"
0,4.16666666666667,2.29166666666667,-4.26340576801374,6,"series_reference"
0.5,4.16666666666667,2.29166666666667,-3.8440572362699,6,"series_reference"
1,4.16666666666667,2.29166666666667,-3.15166544273472,6,"series_reference"
1.5,4.16666666666667,2.29166666666667,-2.26004985746754,6,"series_reference"
2,4.16666666666667,2.29166666666667,-1.27419141459833,6,"series_reference"
2.5,4.16666666666667,2.29166666666667,-0.300305731134577,6,"series_reference"
3,4.16666666666667,2.29166666666667,0.582959460651333,6,"series_reference"
3.5,4.16666666666667,2.29166666666667,1.33647977707662,6,"series_reference"
4,4.16666666666667,2.29166666666667,1.95093919328994,6,"series_reference"
-4,6.25,2.29166666666667,-1.58841788231473,6,"series_reference"
-3.5,6.25,2.29166666666667,-2.25844910744472,6,"series_reference"
-3,6.25,2.29166666666667,-3.00195706683775,6,"series_reference"
-2.5,6.25,2.29166666666667,-3.70824136445084,6,"series_reference"
-2,6.25,2.29166666666667,-4.41401675261419,6,"series_reference"
-1.5,6.25,2.29166666666667,-4.99182898215086,6,"series_reference"
-1,6.25,2.29166666666667,-5.40470153277387,6,"series_reference"
-0.5,6.25,2.29166666666667,-5.57592345797844,6,"series_reference"
0,6.25,2.29166666666667,-5.45171424903977,6,"series_reference"
0.5,6.25,2.29166666666667,-5.01396314725063,6,"series_reference"
1,6.25,2.29166666666667,-4.28518133420333,6,"series_reference"
1.5,6.25,2.29166666666667,-3.32554149767095,6,"series_reference"
2,6.25,2.29166666666667,-2.22825030871787,6,"series_reference"
2.5,6.25,2.29166666666667,-1.1025674864641,6,"series_reference"
3,6.25,2.29166666666667,-0.0472459228690081,6,"series_reference"
3.5,6.25,2.29166666666667,0.871496959036552,6,"series_reference"
4,6.25,2.29166666666667,1.62447220891162,6,"series_reference"
-4,8.33333333333333,2.29166666666667,-2.14374021560841,6,"series_reference"
-3.5,8.33333333333333,2.29166666666667,-2.90093560076443,6,"series_reference"
-3,8.33333333333333,2.29166666666667,-3.7215439620578,6,"series_reference"
-2.5,8.33333333333333,2.29166666666667,-4.51083424165043,6,"series_reference"
-2,8.33333333333333,2.29166666666667,-5.25197585622936,6,"series_reference"
-1.5,8.33333333333333,2.29166666666667,-5.87584498825184,6,"series_reference"
-1,8.33333333333333,2.29166666666667,-6.2993373962756,6,"series_reference"
-0.5,8.33333333333333,2.29166666666667,-6.45863955694145,6,"series_reference"
0,8.33333333333333,2.29166666666667,-6.32040941584921,6,"series_reference"
0.5,8.33333333333333,2.29166666666667,-5.87509383436344,6,"series_reference"
1,8.33333333333333,2.29166666666667,-5.13889010536252,6,"series_reference"
1.5,8.33333333333333,2.29166666666667,-4.15734276737332,6,"series_reference"
2,8.33333333333333,2.29166666666667,-3.00813635668909,6,"series_reference"
2.5,8.33333333333333,2.29166666666667,-1.79358459680708,6,"series_reference"
3,8.33333333333333,2.29166666666667,-0.619925368579969,6,"series_reference"
3.5,8.33333333333333,2.29166666666667,0.427696293684459,6,"series_reference"
4,8.33333333333333,2.29166666666667,1.30015680000283,6,"series_reference"
-4,10.4166666666667,2.29166666666667,-2.66909552724388,6,"series_reference"
-3.5,10.4166666666667,2.29166666666667,-3.49756750043752,6,"series_reference"
-3,10.4166666666667,2.29166666666667,-4.3747352391781,6,"series_reference"
-2.5,10.4166666666667,2.29166666666667,-5.21507219766047,6,"series_reference"
-2,10.4166666666667,2.29166666666667,-5.98211781856064,6,"series_reference"
-1.5,10.4166666666667,2.29166666666667,-6.60201385050307,6,"series_reference"
-1,10.4166666666667,2.29166666666667,-7.0041372909801,6,"series_reference"
-0.5,10.4166666666667,2.29166666666667,-7.14161749301973,6,"series_reference"
0,10.4166666666667,2.29166666666667,-6.99056085401364,6,"series_reference"
0.5,10.4166666666667,2.29166666666667,-6.54460482293666,6,"series_reference"
1,10.4166666666667,2.29166666666667,-5.81453567523663,6,"series_reference"
1.5,10.4166666666667,2.29166666666667,-4.83370409255638,6,"series_reference"
2,10.4166666666667,2.29166666666667,-3.66493276208395,6,"series_reference"
2.5,10.4166666666667,2.29166666666667,-2.39990726551073,6,"series_reference"
3,10.4166666666667,2.29166666666667,-1.1448635865991,6,"series_reference"
3.5,10.4166666666667,2.29166666666667,0.00341955459336241,6,"series_reference"
4,10.4166666666667,2.29166666666667,0.978703630937114,6,"series_reference"
-4,12.5,2.29166666666667,-3.08800709090056,6,"series_reference"
-3.5,12.5,2.29166666666667,-4.04983629697566,6,"series_reference"
-3,12.5,2.29166666666667,-4.94377780685646,6,"series_reference"
-2.5,12.5,2.29166666666667,-5.83200191641633,6,"series_reference"
-2,12.5,2.29166666666667,-6.60027956895328,6,"series_reference"
-1.5,12.5,2.29166666666667,-7.20017316947778,6,"series_reference"
-1,12.5,2.29166666666667,-7.57471618874455,6,"series_reference"
-0.5,12.5,2.29166666666667,-7.68945937173537,6,"series_reference"
0,12.5,2.29166666666667,-7.52765939753487,6,"series_reference"
0.5,12.5,2.29166666666667,-7.08477135523504,6,"series_reference"
1,12.5,2.29166666666667,-6.36748752323306,6,"series_reference"
1.5,12.5,2.29166666666667,-5.39939043575143,6,"series_reference"
2,12.5,2.29166666666667,-4.23006590139398,6,"series_reference"
2.5,12.5,2.29166666666667,-2.93944569891759,6,"series_reference"
3,12.5,2.29166666666667,-1.62941485873722,6,"series_reference"
3.5,12.5,2.29166666666667,-0.402767105549165,6,"series_reference"
4,12.5,2.29166666666667,0.660717612272848,6,"series_reference"
-4,14.5833333333333,2.29166666666667,-3.57403581667197,6,"series_reference"
-3.5,14.5833333333333,2.29166666666667,-4.55995096263101,6,"series_reference"
-3,14.5833333333333,2.29166666666667,-5.48600479765564,6,"series_reference"
-2.5,14.5833333333333,2.29166666666667,-6.36983816660695,6,"series_reference"
-2,14.5833333333333,2.29166666666667,-7.1289066589646,6,"series_reference"
-1.5,14.5833333333333,2.29166666666667,-7.70198401626357,6,"series_reference"
-1,14.5833333333333,2.29166666666667,-8.04775096843304,6,"series_reference"
-0.5,14.5833333333333,2.29166666666667,-8.14086566246968,6,"series_reference"
0,14.5833333333333,2.29166666666667,-7.97008764128136,6,"series_reference"
0.5,14.5833333333333,2.29166666666667,-7.53229168756162,6,"series_reference"
1,14.5833333333333,2.29166666666667,-6.83114391266574,6,"series_reference"
1.5,14.5833333333333,2.29166666666667,-5.88244329717857,6,"series_reference"
2,14.5833333333333,2.29166666666667,-4.7242797093676,6,"series_reference"
2.5,14.5833333333333,2.29166666666667,-3.42485723047528,6,"series_reference"
3,14.5833333333333,2.29166666666667,-2.07923895444024,6,"series_reference"
3.5,14.5833333333333,2.29166666666667,-0.792106301923901,6,"series_reference"
4,14.5833333333333,2.29166666666667,0.346712209460772,6,"series_reference"
-4,16.6666666666667,2.29166666666667,-4.02857997163003,6,"series_reference"
-3.5,16.6666666666667,2.29166666666667,-5.01178093028057,6,"series_reference"
-3,16.6666666666667,2.29166666666667,-5.97365352460108,6,"series_reference"
-2.5,16.6666666666667,2.29166666666667,-6.84992792556416,6,"series_reference"
-2,16.6666666666667,2.29166666666667,-7.58609873992836,6,"series_reference"
-1.5,16.6666666666667,2.29166666666667,-8.12991710264922,6,"series_reference"
-1,16.6666666666667,2.29166666666667,-8.44736513409756,6,"series_reference"
-0.5,16.6666666666667,2.29166666666667,-8.52042853542408,6,"series_reference"
0,16.6666666666667,2.29166666666667,-8.34211166131692,6,"series_reference"
0.5,16.6666666666667,2.29166666666667,-7.91055925887433,6,"series_reference"
1,16.6666666666667,2.29166666666667,-7.22719618259989,6,"series_reference"
1.5,16.6666666666667,2.29166666666667,-6.3016016826697,6,"series_reference"
2,16.6666666666667,2.29166666666667,-5.16199527797251,6,"series_reference"
2.5,16.6666666666667,2.29166666666667,-3.86541763226895,6,"series_reference"
3,16.6666666666667,2.29166666666667,-2.49878009283354,6,"series_reference"
3.5,16.6666666666667,2.29166666666667,-1.16567882980659,6,"series_reference"
4,16.6666666666667,2.29166666666667,0.0371219253965709,6,"series_reference"
-4,18.75,2.29166666666667,-4.45351488464135,6,"series_reference"
-3.5,18.75,2.29166666666667,-5.4527055221932,6,"series_reference"
-3,18.75,2.29166666666667,-6.41371864319538,6,"series_reference"
-2.5,18.75,2.29166666666667,-7.2755251422889,6,"series_reference"
-2,18.75,2.29166666666667,-7.98576217683656,6,"series_reference"
