"x","q","t","reference","surrogate","value_error","grad_error","hess_error","region","q_low_cut","t_high_cut"
-1.25,19.85,1.94,-6.37961791129927,-6.37927033521452,0.000347576084751111,0.00405172002617037,0.0203280852549563,"high_dependence",5,1.875
0,19.85,1.94,-6.35544775960957,-6.35540077497876,4.69846308117639e-05,0.00289972715707565,0.0159778719591397,"high_dependence",5,1.875
1.25,19.85,1.94,-5.00773870447982,-5.0078889043648,0.000150199884981106,0.00164582524942133,0.00722443571798551,"high_dependence",5,1.875
2.5,19.85,1.94,-2.55896589396737,-2.55897394943783,8.05547045779065e-06,0.00124599645226223,0.0148378912886408,"high_dependence",5,1.875
3.75,19.85,1.94,0.0656508358986425,0.06439177562267,0.00125906027597253,0.00329635770516769,0.0529119562386266,"high_dependence",5,1.875
-3.75,24.75,1.94,-3.76873983706545,-3.76946203822683,0.000722201161375668,0.00740236733425705,0.0718074560327388,"high_dependence",5,1.875
-2.5,24.75,1.94,-5.82725167935195,-5.82780850405427,0.000556824702324654,0.00609399405497088,0.057835586216569,"high_dependence",5,1.875
-1.25,24.75,1.94,-6.94948200686666,-6.94936826495143,0.000113741915234833,0.00270884335315343,0.0166143204115912,"high_dependence",5,1.875
0,24.75,1.94,-6.8552336464835,-6.85530393091221,7.02844287161497e-05,0.00230876628319176,0.0144801062984951,"high_dependence",5,1.875
1.25,24.75,1.94,-5.57357904660296,-5.57386016690739,0.000281120304430615,0.00188453519971062,0.0064189081629151,"high_dependence",5,1.875
2.5,24.75,1.94,-3.20686849368764,-3.20670963508064,0.000158858607001378,0.00102189433627575,0.00984540092341898,"high_dependence",5,1.875
3.75,24.75,1.94,-0.453433399344657,-0.453656277545392,0.000222878200734355,0.00201275626443709,0.0158724375485435,"high_dependence",5,1.875
-3.75,0.25,2.4,-0.889810494398001,-0.932772660432269,0.0429621660342682,1.57127350447671,3.30919914444803,"high_t_low_q",5,1.875
-2.5,0.25,2.4,-1.80928388193503,-1.72175583832698,0.0875280436080472,1.21366488507986,2.44222802903065,"high_t_low_q",5,1.875
-1.25,0.25,2.4,-1.84590436055037,-1.87765715002216,0.0317527894717855,1.62641558030099,3.33315978278453,"high_t_low_q",5,1.875
0,0.25,2.4,-0.844319097005346,-0.846950918594396,0.00263182158904929,1.63583650458917,3.66075085728551,"high_t_low_q",5,1.875
1.25,0.25,2.4,0.760747725672042,0.756925779235849,0.00382194643619316,0.725682442234197,3.9555107873808,"high_t_low_q",5,1.875
2.5,0.25,2.4,1.73682862077748,1.7427140759293,0.00588545515181327,0.074025957972201,0.252558501055579,"high_t_low_q",5,1.875
3.75,0.25,2.4,2.50114792580322,2.52316743784799,0.0220195120447775,0.055079111003709,1.51277212353164,"high_t_low_q",5,1.875
-3.75,5.15,2.4,-2.22059598810217,-2.38727078360409,0.166674795501918,0.459278587344101,6.24041677450307,"high_dependence",5,1.875
-2.5,5.15,2.4,-3.98621768519428,-3.92865971036833,0.0575579748259485,0.604929751179165,1.10216350049874,"high_dependence",5,1.875
-1.25,5.15,2.4,-5.33630806434902,-5.32801543338972,0.00829263095930077,0.197526008695474,0.511459573206897,"high_dependence",5,1.875
0,5.15,2.4,-5.53302461839982,-5.53475027072336,0.00172565232353872,0.046646784255133,0.18346608645138,"high_dependence",5,1.875
1.25,5.15,2.4,-3.85304145294775,-3.8515920850089,0.00144936793885453,0.00793325113346253,0.1951750522946,"high_dependence",5,1.875
2.5,5.15,2.4,-1.05678479788166,-1.05767798559037,0.000893187708710164,0.0124841851918855,0.111565278763317,"high_dependence",5,1.875
3.75,5.15,2.4,1.35175825591912,1.34831392539978,0.0034443305193459,0.00670050616719873,0.251008509763205,"high_dependence",5,1.875
-3.75,10.05,2.4,-3.6545663905797,-3.6343533663352,0.0202130242444989,0.392876595333201,2.78204255950398,"high_dependence",5,1.875
-2.5,10.05,2.4,-5.81134427299013,-5.82868775574506,0.0173434827549332,0.12498588105184,0.311791791857048,"high_dependence",5,1.875
-1.25,10.05,2.4,-7.46108508252459,-7.46008528724952,0.000999795275070881,0.0326738132183442,0.086385372071605,"high_dependence",5,1.875
0,10.05,2.4,-7.62525917209628,-7.62242074102128,0.00283843107499582,0.0076705916978143,0.0126063877288081,"high_dependence",5,1.875
1.25,10.05,2.4,-5.92805757066041,-5.92829280672603,0.00023523606562037,0.00377387659072283,0.0144953352956886,"high_dependence",5,1.875
2.5,10.05,2.4,-2.82856105574621,-2.82898475559119,0.000423699844976255,0.00319407080306013,0.0251046720677315,"high_dependence",5,1.875
3.75,10.05,2.4,0.310988248384364,0.30941492695098,0.00157332143338362,0.00571062456529843,0.0877570217500022,"high_dependence",5,1.875
-3.75,14.95,2.4,-4.83953107609322,-4.87047552933537,0.0309444532421495,0.0825920793966451,0.826079136574306,"high_dependence",5,1.875
-2.5,14.95,2.4,-7.20949690502662,-7.20252393079553,0.00697297423108356,0.0335278001637574,0.138467612146974,"high_dependence",5,1.875
-1.25,14.95,2.4,-8.76028901217816,-8.7612785905619,0.000989578383736145,0.00879348608806251,0.0460902669986677,"high_dependence",5,1.875
0,14.95,2.4,-8.81616923216897,-8.8182579551555,0.00208872298652985,0.00623658838243031,0.0262040636566403,"high_dependence",5,1.875
1.25,14.95,2.4,-7.19819761592241,-7.19724900566167,0.000948610260739891,0.00273932866904147,0.0587295996150652,"high_dependence",5,1.875
2.5,14.95,2.4,-4.12358349887541,-4.1238246742964,0.000241175420994111,0.00539885718896583,0.0139459266567156,"high_dependence",5,1.875
3.75,14.95,2.4,-0.638348385985276,-0.640776015554844,0.00242762956956755,0.00159906063182847,0.103625192995971,"high_dependence",5,1.875
-3.75,19.85,2.4,-5.90488475738522,-5.9033913745025,0.0014933828827246,0.0902070676340449,0.562528378853605,"high_dependence",5,1.875
-2.5,19.85,2.4,-8.2574726090595,-8.26162701678676,0.00415440772725439,0.00697271933439265,0.0561248978565135,"high_dependence",5,1.875
-1.25,19.85,2.4,-9.63882620744347,-9.63820994650386,0.000616260939610314,0.00735614989455517,0.0584461201949379,"high_dependence",5,1.875
0,19.85,2.4,-9.60460056138325,-9.60379677606489,0.000803785318360895,0.00434640812855936,0.0311554242905483,"high_dependence",5,1.875
1.25,19.85,2.4,-8.08310399121583,-8.08359923512749,0.000495243911663223,0.00225493090708524,0.0103813393306801,"high_dependence",5,1.875
2.5,19.85,2.4,-5.13861475747177,-5.13851687897745,9.78784943228561e-05,0.00102063888155308,0.0293761861150555,"high_dependence",5,1.875
3.75,19.85,2.4,-1.50883664628567,-1.50902941703132,0.000192770745646387,0.00140176766366831,0.0205666726498238,"high_dependence",5,1.875
-3.75,24.75,2.4,-6.79734267327751,-6.79516281733263,0.00217985594487935,0.0269460651149165,0.244364610395717,"high_dependence",5,1.875
-2.5,24.75,2.4,-9.06329775960301,-9.06434471357221,0.00104695396919929,0.0152546806012332,0.0517285300253491,"high_dependence",5,1.875
-1.25,24.75,2.4,-10.2769804581788,-10.2768512817125,0.000129176466328929,0.0039099905551364,0.0600666705662838,"high_dependence",5,1.875
0,24.75,2.4,-10.1705531097214,-10.1703759557174,0.000177154004033397,0.00489568587697868,0.0383248315797836,"high_dependence",5,1.875
1.25,24.75,2.4,-8.74521576632245,-8.74556065942372,0.000344893101271282,0.00240032780162831,0.0205867972405048,"high_dependence",5,1.875
2.5,24.75,2.4,-5.9673322239243,-5.96718098680674,0.000151237117563596,0.00139056005476344,0.0217771574512474,"high_dependence",5,1.875
3.75,24.75,2.4,-2.30975569707092,-2.30955223336803,0.000203463702891149,0.00126634895147089,0.0277295381864177,"high_dependence",5,1.875
